Year,Region and country of birth,Total Permanent Residents,Percentage,State,Population Count
2015,Dominican Republic,50610,4.82,Ohio,192
2015,India,64116,6.1,Ohio,1637
2015,Iran,13114,1.25,Ohio,133
2015,Mexico,158619,15.09,Ohio,746
2015,Pakistan,18057,1.72,Ohio,235
2015,Philippines,56478,5.37,Ohio,674
2015,United Kingdom,12592,1.2,Ohio,224
2016,Total,1183505,100.0,Ohio,17251
2016,"China, People's Republic",81772,6.91,Ohio,960
2016,Dominican Republic,61161,5.17,Ohio,263
2016,India,64687,5.47,Ohio,1425
2016,Iran,13298,1.12,Ohio,160
2016,Mexico,174534,14.75,Ohio,681
2016,Pakistan,19313,1.63,Ohio,264
2016,Philippines,53287,4.5,Ohio,1140
2016,United Kingdom,12673,1.07,Ohio,200
2017,Total,1127167,100.0,Ohio,16894
2017,"China, People's Republic",71565,6.35,Ohio,755
2017,Dominican Republic,58520,5.19,Ohio,263
2017,India,60394,5.36,Ohio,1399
2017,Iran,13791,1.22,Ohio,146
2017,Mexico,170581,15.13,Ohio,779
2017,Pakistan,17408,1.54,Ohio,246
2017,Philippines,49147,4.36,Ohio,910
2017,United Kingdom,10948,0.97,Ohio,206
2018,Total,1096611,100.0,Ohio,18809
2018,"China, People's Republic",65214,5.95,Ohio,801
2018,Dominican Republic,57413,5.24,Ohio,328
2018,India,59821,5.46,Ohio,1356
2018,Iran,10116,0.92,Ohio,134
2018,Mexico,161858,14.76,Ohio,814
2018,Pakistan,15802,1.44,Ohio,266
2018,Philippines,47258,4.31,Ohio,1095
2018,United Kingdom,9908,0.9,Ohio,197
2019,Total,1031765,100.0,Ohio,16467
2019,"China, People's Republic",62248,6.03,Ohio,753
2019,Dominican Republic,49911,4.84,Ohio,297
2019,India,54495,5.28,Ohio,1302
2019,Iran,6640,0.64,Ohio,134
2019,Mexico,156052,15.12,Ohio,777
2019,Pakistan,13921,1.35,Ohio,193
2019,Philippines,45920,4.45,Ohio,1298
2019,United Kingdom,11337,1.1,Ohio,204
2020,Total,707362,100.0,Ohio,12651
2020,"China, People's Republic",41483,5.86,Ohio,498
2020,Dominican Republic,30005,4.24,Ohio,191
2020,India,46363,6.55,Ohio,1287
2020,Iran,8805,1.24,Ohio,158
2020,Mexico,100325,14.18,Ohio,623
2020,Pakistan,10474,1.48,Ohio,200
2020,Philippines,25491,3.6,Ohio,438
2020,United Kingdom,9655,1.36,Ohio,183
2021,Total,740002,100.0,Ohio,11932
2021,"China, People's Republic",49847,6.74,Ohio,756
2021,Dominican Republic,24553,3.32,Ohio,172
2021,India,93450,12.63,Ohio,2335
2021,Iran,5734,0.77,Ohio,96
2021,Mexico,107230,14.49,Ohio,567
2021,Pakistan,9691,1.31,Ohio,159
2021,Philippines,27511,3.72,Ohio,634
2021,United Kingdom,9229,1.25,Ohio,148
2005,Total,1122373,100.0,Oklahoma,4702
2005,"China, People's Republic",69967,6.23,Oklahoma,257
2005,Dominican Republic,27504,2.45,Oklahoma,7
2005,India,84681,7.54,Oklahoma,373
2005,Iran,13887,1.24,Oklahoma,97
2005,Mexico,161445,14.38,Oklahoma,1238
2005,Pakistan,14926,1.33,Oklahoma,87
2005,Philippines,60748,5.41,Oklahoma,204
2005,United Kingdom,19800,1.76,Oklahoma,96
2006,Total,1266264,100.0,Oklahoma,4591
2006,"China, People's Republic",87345,6.9,Oklahoma,238
2006,Dominican Republic,38069,3.01,Oklahoma,7
2006,India,61369,4.85,Oklahoma,282
2006,Iran,13947,1.1,Oklahoma,94
2006,Mexico,173753,13.72,Oklahoma,1182
2006,Pakistan,17418,1.38,Oklahoma,103
2006,Philippines,74607,5.89,Oklahoma,277
2006,United Kingdom,17207,1.36,Oklahoma,79
2007,Total,1052415,100.0,Oklahoma,4269
2007,"China, People's Republic",76655,7.28,Oklahoma,207
2007,Dominican Republic,28024,2.66,Oklahoma,5
2007,India,65353,6.21,Oklahoma,278
2007,Iran,10460,0.99,Oklahoma,56
2007,Mexico,148640,14.12,Oklahoma,1176
2007,Pakistan,13492,1.28,Oklahoma,71
2007,Philippines,72596,6.9,Oklahoma,279
2007,United Kingdom,14545,1.38,Oklahoma,60
2008,Total,1107126,100.0,Oklahoma,4306
2008,"China, People's Republic",80271,7.25,Oklahoma,242
2008,Dominican Republic,31879,2.88,Oklahoma,13
2008,India,63352,5.72,Oklahoma,242
2008,Iran,13852,1.25,Oklahoma,96
2008,Mexico,189989,17.16,Oklahoma,1519
2008,Pakistan,19719,1.78,Oklahoma,88
2008,Philippines,54030,4.88,Oklahoma,163
2008,United Kingdom,14348,1.3,Oklahoma,61
2009,Total,1130818,100.0,Oklahoma,5007
2009,"China, People's Republic",64238,5.68,Oklahoma,170
2009,Dominican Republic,49414,4.37,Oklahoma,13
2009,India,57304,5.07,Oklahoma,312
2009,Iran,18553,1.64,Oklahoma,80
2009,Mexico,164920,14.58,Oklahoma,1614
2009,Pakistan,21555,1.91,Oklahoma,116
2009,Philippines,60029,5.31,Oklahoma,224
2009,United Kingdom,15748,1.39,Oklahoma,67
2010,Total,1042625,100.0,Oklahoma,4627
2010,"China, People's Republic",70863,6.8,Oklahoma,240
2010,Dominican Republic,53870,5.17,Oklahoma,10
2010,India,69162,6.63,Oklahoma,292
2010,Iran,14182,1.36,Oklahoma,79
2010,Mexico,139120,13.34,Oklahoma,1307
2010,Pakistan,18258,1.75,Oklahoma,87
2010,Philippines,58173,5.58,Oklahoma,200
2010,United Kingdom,12792,1.23,Oklahoma,78
2011,Total,1062040,100.0,Oklahoma,4503
2011,"China, People's Republic",87016,8.19,Oklahoma,276
2011,Dominican Republic,46109,4.34,Oklahoma,24
2011,India,69013,6.5,Oklahoma,281
2011,Iran,14822,1.4,Oklahoma,91
2011,Mexico,143446,13.51,Oklahoma,1251
2011,Pakistan,15546,1.46,Oklahoma,80
2011,Philippines,57011,5.37,Oklahoma,196
2011,United Kingdom,11572,1.09,Oklahoma,77
2012,Total,1031631,100.0,Oklahoma,4646
2012,"China, People's Republic",81784,7.93,Oklahoma,253
2012,Dominican Republic,41566,4.03,Oklahoma,13
2012,India,66434,6.44,Oklahoma,259
2012,Iran,12916,1.25,Oklahoma,89
2012,Mexico,146406,14.19,Oklahoma,1318
2012,Pakistan,14740,1.43,Oklahoma,74
2012,Philippines,57327,5.56,Oklahoma,173
2012,United Kingdom,12014,1.16,Oklahoma,57
2013,Total,990553,100.0,Oklahoma,4648
2013,"China, People's Republic",71798,7.25,Oklahoma,227
2013,Dominican Republic,41311,4.17,Oklahoma,17
2013,India,68458,6.91,Oklahoma,244
2013,Iran,12863,1.3,Oklahoma,88
2013,Mexico,135028,13.63,Oklahoma,1249
2013,Pakistan,13251,1.34,Oklahoma,99
2013,Philippines,54446,5.5,Oklahoma,188
2013,United Kingdom,12984,1.31,Oklahoma,62
2014,Total,1016518,100.0,Oklahoma,4441
2014,"China, People's Republic",76089,7.49,Oklahoma,215
2014,Dominican Republic,44577,4.39,Oklahoma,20
2014,India,77908,7.66,Oklahoma,239
2014,Iran,11615,1.14,Oklahoma,75
2014,Mexico,134052,13.19,Oklahoma,1293
2014,Pakistan,18612,1.83,Oklahoma,131
2014,Philippines,49996,4.92,Oklahoma,190
2014,United Kingdom,12225,1.2,Oklahoma,61
2015,Total,1051031,100.0,Oklahoma,4880
2015,"China, People's Republic",74558,7.09,Oklahoma,192
2015,Dominican Republic,50610,4.82,Oklahoma,19
2015,India,64116,6.1,Oklahoma,204
2015,Iran,13114,1.25,Oklahoma,88
2015,Mexico,158619,15.09,Oklahoma,1483
2015,Pakistan,18057,1.72,Oklahoma,93
2015,Philippines,56478,5.37,Oklahoma,248
2015,United Kingdom,12592,1.2,Oklahoma,55
2016,Total,1183505,100.0,Oklahoma,5960
2016,"China, People's Republic",81772,6.91,Oklahoma,222
2016,Dominican Republic,61161,5.17,Oklahoma,31
2016,India,64687,5.47,Oklahoma,306
2016,Iran,13298,1.12,Oklahoma,100
2016,Mexico,174534,14.75,Oklahoma,1654
2016,Pakistan,19313,1.63,Oklahoma,110
2016,Philippines,53287,4.5,Oklahoma,267
2016,United Kingdom,12673,1.07,Oklahoma,59
2017,Total,1127167,100.0,Oklahoma,5535
2017,"China, People's Republic",71565,6.35,Oklahoma,230
2017,Dominican Republic,58520,5.19,Oklahoma,20
2017,India,60394,5.36,Oklahoma,209
2017,Iran,13791,1.22,Oklahoma,85
2017,Mexico,170581,15.13,Oklahoma,1582
2017,Pakistan,17408,1.54,Oklahoma,119
2017,Philippines,49147,4.36,Oklahoma,203
2017,United Kingdom,10948,0.97,Oklahoma,57
2018,Total,1096611,100.0,Oklahoma,5938
2018,"China, People's Republic",65214,5.95,Oklahoma,201
2018,Dominican Republic,57413,5.24,Oklahoma,32
2018,India,59821,5.46,Oklahoma,283
2018,Iran,10116,0.92,Oklahoma,63
2018,Mexico,161858,14.76,Oklahoma,1919
2018,Pakistan,15802,1.44,Oklahoma,100
2018,Philippines,47258,4.31,Oklahoma,254
2018,United Kingdom,9908,0.9,Oklahoma,57
2019,Total,1031765,100.0,Oklahoma,4642
2019,"China, People's Republic",62248,6.03,Oklahoma,174
2019,Dominican Republic,49911,4.84,Oklahoma,18
2019,India,54495,5.28,Oklahoma,198
2019,Iran,6640,0.64,Oklahoma,39
2019,Mexico,156052,15.12,Oklahoma,1540
2019,Pakistan,13921,1.35,Oklahoma,94
2019,Philippines,45920,4.45,Oklahoma,192
2019,United Kingdom,11337,1.1,Oklahoma,34
2020,Total,707362,100.0,Oklahoma,3031
2020,"China, People's Republic",41483,5.86,Oklahoma,86
2020,Dominican Republic,30005,4.24,Oklahoma,14
2020,India,46363,6.55,Oklahoma,169
2020,Iran,8805,1.24,Oklahoma,45
2020,Mexico,100325,14.18,Oklahoma,925
2020,Pakistan,10474,1.48,Oklahoma,59
2020,Philippines,25491,3.6,Oklahoma,108
2020,United Kingdom,9655,1.36,Oklahoma,35
2021,Total,740002,100.0,Oklahoma,3703
2021,"China, People's Republic",49847,6.74,Oklahoma,146
2021,Dominican Republic,24553,3.32,Oklahoma,23
2021,India,93450,12.63,Oklahoma,247
2021,Iran,5734,0.77,Oklahoma,31
2021,Mexico,107230,14.49,Oklahoma,1188
2021,Pakistan,9691,1.31,Oklahoma,60
2021,Philippines,27511,3.72,Oklahoma,145
2021,United Kingdom,9229,1.25,Oklahoma,59
2005,Total,1122373,100.0,Oregon,9623
2005,"China, People's Republic",69967,6.23,Oregon,823
2005,Dominican Republic,27504,2.45,Oregon,6
2005,India,84681,7.54,Oregon,405
2005,Iran,13887,1.24,Oregon,104
2005,Mexico,161445,14.38,Oregon,1632
2005,Pakistan,14926,1.33,Oregon,29
2005,Philippines,60748,5.41,Oregon,288
2005,United Kingdom,19800,1.76,Oregon,202
2006,Total,1266264,100.0,Oregon,9192
2006,"China, People's Republic",87345,6.9,Oregon,786
2006,Dominican Republic,38069,3.01,Oregon,4
2006,India,61369,4.85,Oregon,274
2006,Iran,13947,1.1,Oregon,129
2006,Mexico,173753,13.72,Oregon,1636
2006,Pakistan,17418,1.38,Oregon,31
2006,Philippines,74607,5.89,Oregon,383
2006,United Kingdom,17207,1.36,Oregon,165
2007,Total,1052415,100.0,Oregon,7905
2007,"China, People's Republic",76655,7.28,Oregon,743
2007,Dominican Republic,28024,2.66,Oregon,8
2007,India,65353,6.21,Oregon,334
2007,Iran,10460,0.99,Oregon,80
2007,Mexico,148640,14.12,Oregon,1535
2007,Pakistan,13492,1.28,Oregon,30
2007,Philippines,72596,6.9,Oregon,407
2007,United Kingdom,14545,1.38,Oregon,143
2008,Total,1107126,100.0,Oregon,9028
2008,"China, People's Republic",80271,7.25,Oregon,734
2008,Dominican Republic,31879,2.88,Oregon,5
2008,India,63352,5.72,Oregon,413
2008,Iran,13852,1.25,Oregon,126
2008,Mexico,189989,17.16,Oregon,2152
2008,Pakistan,19719,1.78,Oregon,42
2008,Philippines,54030,4.88,Oregon,348
2008,United Kingdom,14348,1.3,Oregon,150
2009,Total,1130818,100.0,Oregon,9026
2009,"China, People's Republic",64238,5.68,Oregon,454
2009,Dominican Republic,49414,4.37,Oregon,9
2009,India,57304,5.07,Oregon,396
2009,Iran,18553,1.64,Oregon,101
2009,Mexico,164920,14.58,Oregon,2043
2009,Pakistan,21555,1.91,Oregon,29
2009,Philippines,60029,5.31,Oregon,476
2009,United Kingdom,15748,1.39,Oregon,162
2010,Total,1042625,100.0,Oregon,7997
2010,"China, People's Republic",70863,6.8,Oregon,745
2010,Dominican Republic,53870,5.17,Oregon,15
2010,India,69162,6.63,Oregon,462
2010,Iran,14182,1.36,Oregon,103
2010,Mexico,139120,13.34,Oregon,1507
2010,Pakistan,18258,1.75,Oregon,29
2010,Philippines,58173,5.58,Oregon,457
2010,United Kingdom,12792,1.23,Oregon,137
2011,Total,1062040,100.0,Oregon,7694
2011,"China, People's Republic",87016,8.19,Oregon,722
2011,Dominican Republic,46109,4.34,Oregon,18
2011,India,69013,6.5,Oregon,487
2011,Iran,14822,1.4,Oregon,88
2011,Mexico,143446,13.51,Oregon,1462
2011,Pakistan,15546,1.46,Oregon,39
2011,Philippines,57011,5.37,Oregon,363
2011,United Kingdom,11572,1.09,Oregon,137
2012,Total,1031631,100.0,Oregon,7791
2012,"China, People's Republic",81784,7.93,Oregon,672
2012,Dominican Republic,41566,4.03,Oregon,16
2012,India,66434,6.44,Oregon,457
2012,Iran,12916,1.25,Oregon,103
2012,Mexico,146406,14.19,Oregon,1656
2012,Pakistan,14740,1.43,Oregon,33
2012,Philippines,57327,5.56,Oregon,407
2012,United Kingdom,12014,1.16,Oregon,142
2013,Total,990553,100.0,Oregon,7171
2013,"China, People's Republic",71798,7.25,Oregon,572
2013,Dominican Republic,41311,4.17,Oregon,7
2013,India,68458,6.91,Oregon,406
2013,Iran,12863,1.3,Oregon,124
2013,Mexico,135028,13.63,Oregon,1554
2013,Pakistan,13251,1.34,Oregon,31
2013,Philippines,54446,5.5,Oregon,373
2013,United Kingdom,12984,1.31,Oregon,128
2014,Total,1016518,100.0,Oregon,7379
2014,"China, People's Republic",76089,7.49,Oregon,678
2014,Dominican Republic,44577,4.39,Oregon,7
2014,India,77908,7.66,Oregon,554
2014,Iran,11615,1.14,Oregon,118
2014,Mexico,134052,13.19,Oregon,1648
2014,Pakistan,18612,1.83,Oregon,57
2014,Philippines,49996,4.92,Oregon,318
2014,United Kingdom,12225,1.2,Oregon,120
2015,Total,1051031,100.0,Oregon,8655
2015,"China, People's Republic",74558,7.09,Oregon,646
2015,Dominican Republic,50610,4.82,Oregon,22
2015,India,64116,6.1,Oregon,377
2015,Iran,13114,1.25,Oregon,106
2015,Mexico,158619,15.09,Oregon,2217
2015,Pakistan,18057,1.72,Oregon,42
2015,Philippines,56478,5.37,Oregon,409
2015,United Kingdom,12592,1.2,Oregon,177
2016,Total,1183505,100.0,Oregon,10033
2016,"China, People's Republic",81772,6.91,Oregon,722
2016,Dominican Republic,61161,5.17,Oregon,21
2016,India,64687,5.47,Oregon,452
2016,Iran,13298,1.12,Oregon,120
2016,Mexico,174534,14.75,Oregon,2619
2016,Pakistan,19313,1.63,Oregon,28
2016,Philippines,53287,4.5,Oregon,452
2016,United Kingdom,12673,1.07,Oregon,173
2017,Total,1127167,100.0,Oregon,9221
2017,"China, People's Republic",71565,6.35,Oregon,642
2017,Dominican Republic,58520,5.19,Oregon,21
2017,India,60394,5.36,Oregon,344
2017,Iran,13791,1.22,Oregon,156
2017,Mexico,170581,15.13,Oregon,2512
2017,Pakistan,17408,1.54,Oregon,29
2017,Philippines,49147,4.36,Oregon,351
2017,United Kingdom,10948,0.97,Oregon,122
2018,Total,1096611,100.0,Oregon,9679
2018,"China, People's Republic",65214,5.95,Oregon,641
2018,Dominican Republic,57413,5.24,Oregon,27
2018,India,59821,5.46,Oregon,447
2018,Iran,10116,0.92,Oregon,99
2018,Mexico,161858,14.76,Oregon,2459
2018,Pakistan,15802,1.44,Oregon,44
2018,Philippines,47258,4.31,Oregon,404
2018,United Kingdom,9908,0.9,Oregon,126
2019,Total,1031765,100.0,Oregon,8521
2019,"China, People's Republic",62248,6.03,Oregon,598
2019,Dominican Republic,49911,4.84,Oregon,18
2019,India,54495,5.28,Oregon,542
2019,Iran,6640,0.64,Oregon,59
2019,Mexico,156052,15.12,Oregon,2058
2019,Pakistan,13921,1.35,Oregon,45
2019,Philippines,45920,4.45,Oregon,363
2019,United Kingdom,11337,1.1,Oregon,129
2020,Total,707362,100.0,Oregon,5984
2020,"China, People's Republic",41483,5.86,Oregon,338
2020,Dominican Republic,30005,4.24,Oregon,6
2020,India,46363,6.55,Oregon,327
2020,Iran,8805,1.24,Oregon,98
2020,Mexico,100325,14.18,Oregon,1279
2020,Pakistan,10474,1.48,Oregon,33
2020,Philippines,25491,3.6,Oregon,184
2020,United Kingdom,9655,1.36,Oregon,111
2021,Total,740002,100.0,Oregon,6381
2021,"China, People's Republic",49847,6.74,Oregon,468
2021,Dominican Republic,24553,3.32,Oregon,9
2021,India,93450,12.63,Oregon,731
2021,Iran,5734,0.77,Oregon,56
2021,Mexico,107230,14.49,Oregon,1539
2021,Pakistan,9691,1.31,Oregon,28
2021,Philippines,27511,3.72,Oregon,273
2021,United Kingdom,9229,1.25,Oregon,137
2005,Total,1122373,100.0,Pennsylvania,28908
2005,"China, People's Republic",69967,6.23,Pennsylvania,2359
2005,Dominican Republic,27504,2.45,Pennsylvania,894
2005,India,84681,7.54,Pennsylvania,3362
2005,Iran,13887,1.24,Pennsylvania,131
2005,Mexico,161445,14.38,Pennsylvania,1222
2005,Pakistan,14926,1.33,Pennsylvania,398
2005,Philippines,60748,5.41,Pennsylvania,844
2005,United Kingdom,19800,1.76,Pennsylvania,723
2006,Total,1266264,100.0,Pennsylvania,25958
2006,"China, People's Republic",87345,6.9,Pennsylvania,2353
2006,Dominican Republic,38069,3.01,Pennsylvania,1135
2006,India,61369,4.85,Pennsylvania,2111
2006,Iran,13947,1.1,Pennsylvania,120
2006,Mexico,173753,13.72,Pennsylvania,904
2006,Pakistan,17418,1.38,Pennsylvania,465
2006,Philippines,74607,5.89,Pennsylvania,865
2006,United Kingdom,17207,1.36,Pennsylvania,475
2007,Total,1052415,100.0,Pennsylvania,22811
2007,"China, People's Republic",76655,7.28,Pennsylvania,2195
2007,Dominican Republic,28024,2.66,Pennsylvania,905
2007,India,65353,6.21,Pennsylvania,2465
2007,Iran,10460,0.99,Pennsylvania,125
2007,Mexico,148640,14.12,Pennsylvania,857
2007,Pakistan,13492,1.28,Pennsylvania,443
2007,Philippines,72596,6.9,Pennsylvania,676
2007,United Kingdom,14545,1.38,Pennsylvania,489
2008,Total,1107126,100.0,Pennsylvania,23646
2008,"China, People's Republic",80271,7.25,Pennsylvania,2124
2008,Dominican Republic,31879,2.88,Pennsylvania,1184
2008,India,63352,5.72,Pennsylvania,2272
2008,Iran,13852,1.25,Pennsylvania,145
2008,Mexico,189989,17.16,Pennsylvania,997
2008,Pakistan,19719,1.78,Pennsylvania,543
2008,Philippines,54030,4.88,Pennsylvania,537
2008,United Kingdom,14348,1.3,Pennsylvania,446
2009,Total,1130818,100.0,Pennsylvania,24105
2009,"China, People's Republic",64238,5.68,Pennsylvania,1620
2009,Dominican Republic,49414,4.37,Pennsylvania,1848
2009,India,57304,5.07,Pennsylvania,2142
2009,Iran,18553,1.64,Pennsylvania,120
2009,Mexico,164920,14.58,Pennsylvania,794
2009,Pakistan,21555,1.91,Pennsylvania,573
2009,Philippines,60029,5.31,Pennsylvania,544
2009,United Kingdom,15748,1.39,Pennsylvania,507
2010,Total,1042625,100.0,Pennsylvania,24130
2010,"China, People's Republic",70863,6.8,Pennsylvania,2027
2010,Dominican Republic,53870,5.17,Pennsylvania,2077
2010,India,69162,6.63,Pennsylvania,2510
2010,Iran,14182,1.36,Pennsylvania,106
2010,Mexico,139120,13.34,Pennsylvania,670
2010,Pakistan,18258,1.75,Pennsylvania,468
2010,Philippines,58173,5.58,Pennsylvania,582
2010,United Kingdom,12792,1.23,Pennsylvania,398
2011,Total,1062040,100.0,Pennsylvania,25397
2011,"China, People's Republic",87016,8.19,Pennsylvania,2227
2011,Dominican Republic,46109,4.34,Pennsylvania,2024
2011,India,69013,6.5,Pennsylvania,2396
2011,Iran,14822,1.4,Pennsylvania,148
2011,Mexico,143446,13.51,Pennsylvania,838
2011,Pakistan,15546,1.46,Pennsylvania,383
2011,Philippines,57011,5.37,Pennsylvania,584
2011,United Kingdom,11572,1.09,Pennsylvania,324
2012,Total,1031631,100.0,Pennsylvania,25032
2012,"China, People's Republic",81784,7.93,Pennsylvania,1854
2012,Dominican Republic,41566,4.03,Pennsylvania,1984
2012,India,66434,6.44,Pennsylvania,2317
2012,Iran,12916,1.25,Pennsylvania,153
2012,Mexico,146406,14.19,Pennsylvania,821
2012,Pakistan,14740,1.43,Pennsylvania,429
2012,Philippines,57327,5.56,Pennsylvania,555
2012,United Kingdom,12014,1.16,Pennsylvania,333
2013,Total,990553,100.0,Pennsylvania,24720
2013,"China, People's Republic",71798,7.25,Pennsylvania,1652
2013,Dominican Republic,41311,4.17,Pennsylvania,2227
2013,India,68458,6.91,Pennsylvania,2500
2013,Iran,12863,1.3,Pennsylvania,185
2013,Mexico,135028,13.63,Pennsylvania,766
2013,Pakistan,13251,1.34,Pennsylvania,398
2013,Philippines,54446,5.5,Pennsylvania,585
2013,United Kingdom,12984,1.31,Pennsylvania,380
2014,Total,1016518,100.0,Pennsylvania,23944
2014,"China, People's Republic",76089,7.49,Pennsylvania,1826
2014,Dominican Republic,44577,4.39,Pennsylvania,2143
2014,India,77908,7.66,Pennsylvania,2784
2014,Iran,11615,1.14,Pennsylvania,144
2014,Mexico,134052,13.19,Pennsylvania,755
2014,Pakistan,18612,1.83,Pennsylvania,523
2014,Philippines,49996,4.92,Pennsylvania,477
2014,United Kingdom,12225,1.2,Pennsylvania,345
2015,Total,1051031,100.0,Pennsylvania,24969
